id,created_at,text
793446492061179905,2016-11-01 13:35:59,@patientsikker @LineFedders Super tak :-)
793388956834525184,2016-11-01 09:47:22,@patientsikker @LineFedders @Fredeolesen Mange tak:-)
793388324266381312,2016-11-01 09:44:51,"@patientsikker @LineFedders @Fredeolesen @Vimeo Bliver oplægget/konferencen streamet el. podcastet el. Noget andet moderne, så jeg kan se?"
793385924071751680,2016-11-01 09:35:19,@LineFedders @Fredeolesen @patientsikker Hvorfor i alverden er jeg ikke der? Det er min drøm. Jeg vil være med i den;-)
793385309341904896,2016-11-01 09:32:52,RT @LineFedders: Det ligner lidt din drøm @Lisem_ller #primaer16 https://t.co/s09NR8Plg6
793385276764749824,2016-11-01 09:32:45,@LineFedders Det er præcist min drøm. Hvor er du og hvem taler?
792087273768615936,2016-10-28 19:34:56,RT @PiaOlsen: Helt enig. Øremærket barsel til far er helt afgørende for barnet og ligestillingen! #dkpol https://t.co/vHEsZcEO9I
792087178297901057,2016-10-28 19:34:34,RT @PiaOlsen: Så ramte SFs bus annonce også USA... vildt 😎#dkpol #IamWithHer https://t.co/BXuIjhzhTq
792087068470042624,2016-10-28 19:34:08,RT @signe_munk: Opråb til @SLS_Formandskab typer - hende her @Lisem_ller er mega sej. Læs indlæg i @_Sygeplejersken https://t.co/nU9KZZ6v8B
784887635684823040,2016-10-08 22:46:09,RT @SophieHAndersen: @RegionH @EkstraBladet Derfor blev indhold drøftet på møde i Forretningsudvalget den 13. sep Der har ikke været patien…
784887594681237504,2016-10-08 22:45:59,RT @SophieHAndersen: @RegionH @EkstraBladet ...og der arbejdes på løsninger. Integrationer skal være løst inden @Rigshospitalet Go-Live htt…
784065448136544257,2016-10-06 16:19:04,RT @PiaOlsen: SF har kæmpet for Maabjerg værket for dag 1 - så det er en sort dag idag! #dkpol #dkgreen https://t.co/RM26vhfiDi
784065372475514880,2016-10-06 16:18:46,RT @tv2newsdk: SF vil redde grønt milliardprojekt med særlovgivning https://t.co/FhoUe9Serm https://t.co/pNiR8gWkXW
784065267714383872,2016-10-06 16:18:21,"RT @SFpolitik: .@PiaOlsen - Vi skal ikke svigte alle de værdier, der har gjort DK stærkt. Det er tværtimod de værdier, vi skal bygge fremti…"
784065226002030592,2016-10-06 16:18:11,"RT @MikkelZoega: @PiaOlsen fra talerstolen: SF vil en anden vej end regeringen. Vi vil investere i velfærd, mennesker og i naturen. #dkpol…"
784065175548751873,2016-10-06 16:17:59,"RT @LisbethBPoulsen: @PiaOlsen holder tale: ""Jeg har spurgt Hjort og han svarer -sort på hvidt - at topskattelettelser får 50 mere i arbejd…"
784059622118322177,2016-10-06 15:55:55,"@PiaOlsen @SFpolitik  Dk har en høj placering i erhvervsvenlighed. D skyldes kval. arb.kraft, infrastruktur, flexicurity mv. #dkpol"
784058030916833282,2016-10-06 15:49:36,"@PiaOlsen siger det: vi skal leve af det vi har i hovedet! Derfor skal vi investere i uddannelse!@SFpolitik #dkpol"
784057454216744960,2016-10-06 15:47:18,@CSZT @porren Troede vi levede i et land hvor også de rige er mennesker....😂😂
779326658205589505,2016-09-23 14:28:49,RT @PiaOlsen: Hvor er det grotesk! Hvad bilder DF sig egentlig ind!!!! https://t.co/EfDHAY1Z6D
776679001205137408,2016-09-16 07:07:58,RT @AlexanderSF_Bby: Faktisk er det i Nordsjælland @Lisem_ller @LarsHNielsen2 #kbhpol  https://t.co/AkWSh8gcmq
776395923853303808,2016-09-15 12:23:07,RT @PerChrRH: 50-days to go-live. Vi tjekker om vi er klar til #sundhedsplatformen og om den er klar til os https://t.co/buQ2upCBRz
776379469279924224,2016-09-15 11:17:44,RT @LarsHNielsen2: New Public Management modstander fra StorKøbenhavn vil i Folketinget for SF @Lisem_ller #NPM #dkpol #ligestilling https:…
776349852330369024,2016-09-15 09:20:03,RT @annegretejuul: Man kan jo blive helt glad #sundpol #tillid #faglighed https://t.co/62QWLUuUvl
776349772735184896,2016-09-15 09:19:44,"RT @LarsHNielsen2: Professionel tolk, Elmas Berke om vold i indvandrer miljøer og knugende tavshed #dkpol @Lisem_ller #kvindevold #vold htt…"
773075652681621504,2016-09-06 08:29:33,"@Altingetdk Rokade hos SF i Region H @Lisem_ller stiller op til Folketinget @jensmandrup ny gruppeformand #dkpol https://t.co/CsxdYPD9Um"
773014398210281472,2016-09-06 04:26:09,RT @OleToftSundhed: @RegionH @Lisem_ller Det gør hun ikke: Se mere her: https://t.co/7il8mjBOtA
772897580032331777,2016-09-05 20:41:57,Første skridt mod at droppe NPM i Region H er taget med aftnens budgetaftale. Ud m bureaukrati og ind m tillid og faglighed #dkpol #sundpol
772896887888379904,2016-09-05 20:39:12,@OleToftSundhed @RegionH Den er i hus!
768530330923962368,2016-08-24 19:28:04,@SFpolitik @KirstenNormann @DKPolitik_Citat SF vil skrotte NPM https://t.co/syzwoAfXLm
767011531301199876,2016-08-20 14:52:54,@BEsbensen @SFpolitik LGBT og minoritetskvinderne føler sig svigtet. Læs nu bare hvad Sabaah siger. Du ofrer dem.
766978402234560512,2016-08-20 12:41:15,"@BEsbensen @SFpolitik Idag er der Pride. Tror seksuel frihed er rimelig vigtig for Sabaah og resten af LGBT.Du forsvarer de reaktionære!"
766952118091714560,2016-08-20 10:56:48,@BEsbensen @SFpolitik Ser dig lukke øjnene fordi det er muslimer https://t.co/cajvGvhtJ9
766933856620539904,2016-08-20 09:44:15,RT @woetmann: @ThomasMonbergSF @BEsbensen @larskohler @minkonto @PiaOlsen det er vigtigt at hele samfundet støtter homorettigheder.
766933660427751424,2016-08-20 09:43:28,RT @PiaOlsen: Jeg håber vi ses idag - jeg går med hos SF! #dkpol https://t.co/tLUtf5QvUx
766933466684456960,2016-08-20 09:42:42,RT @JMchangama: Derfor har @PiaOlsen en vigtig pointe https://t.co/8XIhqSVXsW #pride #dkpol
